Date,Time,Open,High,Low,Close
2020-03-09,00:00:00,0.66083,0.66843,0.632,0.66072
2020-03-10,00:00:00,0.66071,0.66074,0.64635,0.65066
2020-03-11,00:00:00,0.65067,0.65389,0.64727,0.64805
2020-03-12,00:00:00,0.64804,0.64864,0.62131,0.62856
2020-03-13,17:00:00,0.6286,0.63222,0.61506,0.61597
2020-03-15,00:00:00,0.62197,0.63031,0.61035,0.61659
2020-03-16,00:00:00,0.61659,0.62164,0.60793,0.61223
2020-03-17,00:00:00,0.61223,0.61473,0.59598,0.59861
2020-03-18,00:00:00,0.59862,0.60268,0.57031,0.57916
2020-03-19,00:00:00,0.57921,0.59608,0.55095,0.56699
2020-03-20,17:00:00,0.56676,0.59838,0.56676,0.58374
2020-03-22,00:00:00,0.58019,0.58244,0.57044,0.57115
2020-03-23,00:00:00,0.5715,0.58426,0.56996,0.58426
2020-03-24,00:00:00,0.58415,0.59885,0.58268,0.59769
2020-03-25,00:00:00,0.59771,0.60715,0.58939,0.58972
2020-03-26,00:00:00,0.59031,0.60866,0.58699,0.60359
2020-03-27,17:00:00,0.60365,0.61345,0.60235,0.61247
2020-03-29,00:00:00,0.6148,0.61541,0.61429,0.61516
2020-03-30,00:00:00,0.61508,0.61833,0.61122,0.61658
2020-03-31,00:00:00,0.61663,0.62125,0.60749,0.61564
2020-04-01,00:00:00,0.61558,0.61716,0.60394,0.60674
2020-04-02,00:00:00,0.60682,0.61185,0.60068,0.60554
2020-04-03,17:00:00,0.60574,0.6075,0.59801,0.60111
2020-04-05,00:00:00,0.60113,0.60117,0.59827,0.59974
2020-04-06,00:00:00,0.5997,0.61051,0.59911,0.60819
2020-04-07,00:00:00,0.60826,0.62075,0.6075,0.61681
2020-04-08,00:00:00,0.61659,0.6243,0.61154,0.62321
2020-04-09,00:00:00,0.62318,0.63562,0.61955,0.63321
2020-04-10,17:00:00,0.63325,0.63676,0.63121,0.63436
2020-04-12,00:00:00,0.63463,0.63516,0.63405,0.63516
2020-04-13,23:59:00,0.63517,0.64072,0.63265,0.63808
2020-04-14,00:00:00,0.63823,0.64444,0.63752,0.64409
2020-04-15,00:00:00,0.64412,0.64434,0.62842,0.63212
2020-04-16,00:00:00,0.63215,0.63678,0.62652,0.63578
2020-04-17,17:00:00,0.63555,0.63828,0.63148,0.63605
2020-04-19,00:00:00,0.63623,0.63623,0.63535,0.63594
2020-04-20,00:00:00,0.6362,0.63969,0.63295,0.63311
2020-04-21,00:00:00,0.63304,0.63466,0.62533,0.6285
2020-04-22,00:00:00,0.62853,0.6351,0.62769,0.63196
2020-04-23,23:59:00,0.6319,0.64043,0.6283,0.63716
2020-04-24,17:00:00,0.63715,0.63838,0.63373,0.63768
2020-04-26,00:00:00,0.63806,0.63893,0.63802,0.63865
2020-04-27,00:00:00,0.6387,0.64708,0.63824,0.64627
2020-04-28,00:00:00,0.64625,0.65136,0.64343,0.64887
2020-04-29,00:00:00,0.64888,0.65581,0.64888,0.65565
2020-04-30,00:00:00,0.65567,0.65696,0.64906,0.65025
2020-05-01,17:00:00,0.65024,0.6505,0.64262,0.64485
2020-05-03,00:00:00,0.64064,0.64066,0.64024,0.64053
2020-05-04,00:00:00,0.6404,0.64342,0.63725,0.6425
2020-05-05,00:00:00,0.64227,0.64758,0.6417,0.6429
2020-05-06,00:00:00,0.64272,0.64525,0.63935,0.63956
2020-05-07,23:58:00,0.63974,0.65051,0.63784,0.64934
2020-05-08,17:00:00,0.64931,0.65478,0.64931,0.65388
2020-05-10,00:00:00,0.65248,0.65317,0.65234,0.65234
2020-05-11,00:00:00,0.6522,0.65608,0.64568,0.64909
2020-05-12,00:00:00,0.649,0.65359,0.64326,0.64764
2020-05-13,00:00:00,0.64759,0.65239,0.64381,0.64543
2020-05-14,00:00:00,0.64541,0.6466,0.64037,0.64642
2020-05-15,17:00:00,0.64631,0.64735,0.64101,0.64132
2020-05-17,00:00:00,0.64186,0.64223,0.64119,0.64123
2020-05-18,00:00:00,0.64121,0.65269,0.64121,0.65165
2020-05-19,00:00:00,0.6516,0.65829,0.65102,0.65305
2020-05-20,00:00:00,0.65308,0.6616,0.65249,0.6596
2020-05-21,00:00:00,0.65937,0.6598,0.65488,0.6561
2020-05-22,17:00:00,0.65597,0.65721,0.65057,0.65232
2020-05-24,00:00:00,0.65319,0.65379,0.65308,0.65308
2020-05-25,23:59:00,0.65308,0.65492,0.652,0.65402
2020-05-26,00:00:00,0.65402,0.66749,0.65376,0.66472
2020-05-27,00:00:00,0.66471,0.66798,0.65675,0.66172
2020-05-28,00:00:00,0.66167,0.66671,0.65881,0.662
2020-05-29,17:00:00,0.662,0.66823,0.662,0.66382
2020-05-31,00:00:00,0.66559,0.66691,0.66559,0.66636
2020-06-01,00:00:00,0.66631,0.68129,0.66479,0.68018
2020-06-02,00:00:00,0.67993,0.68981,0.67748,0.68894
2020-06-03,00:00:00,0.68892,0.69828,0.68563,0.69223
2020-06-04,00:00:00,0.69209,0.69868,0.68826,0.694
2020-06-05,17:00:00,0.69389,0.70129,0.69307,0.69813
2020-06-07,00:00:00,0.69633,0.69742,0.69629,0.69685
2020-06-08,00:00:00,0.69696,0.70289,0.69619,0.70144
2020-06-09,00:00:00,0.70151,0.70409,0.68989,0.69561
2020-06-10,00:00:00,0.69535,0.70607,0.69326,0.69959
2020-06-11,00:00:00,0.6993,0.70036,0.68399,0.68438
2020-06-12,17:00:00,0.6841,0.69111,0.67995,0.68389
2020-06-14,00:00:00,0.6844,0.68445,0.68249,0.68257
2020-06-15,00:00:00,0.68236,0.69241,0.67765,0.69174
2020-06-16,00:00:00,0.69168,0.69747,0.68419,0.68804
2020-06-17,00:00:00,0.68805,0.69212,0.68521,0.68813
2020-06-18,00:00:00,0.68803,0.69016,0.68355,0.68472
2020-06-19,17:00:00,0.68454,0.6911,0.68411,0.68583
2020-06-21,00:00:00,0.68137,0.68226,0.68137,0.68192
2020-06-22,00:00:00,0.68183,0.69222,0.68109,0.69109
2020-06-23,23:58:00,0.69089,0.69742,0.68588,0.69276
2020-06-24,00:00:00,0.69273,0.69614,0.68624,0.68679
2020-06-25,00:00:00,0.68686,0.68923,0.68469,0.68872
2020-06-26,17:00:00,0.68843,0.68953,0.68405,0.6845
2020-06-28,00:00:00,0.68559,0.68611,0.68469,0.68501
2020-06-29,00:00:00,0.68484,0.68903,0.68415,0.68667
2020-06-30,00:00:00,0.68667,0.69113,0.68325,0.69014
2020-07-01,00:00:00,0.69016,0.69434,0.68772,0.69118
2020-07-02,00:00:00,0.69114,0.69511,0.69014,0.69229
2020-07-03,17:00:00,0.69221,0.69422,0.69138,0.69368
2020-07-05,00:00:00,0.6928,0.69333,0.69265,0.69289
2020-07-06,00:00:00,0.6929,0.69873,0.6929,0.69772
2020-07-07,00:00:00,0.69749,0.69974,0.6922,0.69448
2020-07-08,00:00:00,0.69442,0.6986,0.69273,0.69816
2020-07-09,00:00:00,0.69818,0.70007,0.69499,0.69592
2020-07-10,17:00:00,0.69598,0.69692,0.69237,0.69609
2020-07-12,00:00:00,0.69487,0.69554,0.69479,0.69527
2020-07-13,23:59:00,0.69504,0.69901,0.69378,0.6941
2020-07-14,00:00:00,0.69412,0.69783,0.69212,0.69754
2020-07-15,00:00:00,0.69755,0.70373,0.69755,0.70089
2020-07-16,00:00:00,0.7008,0.70121,0.69627,0.69691
2020-07-17,17:00:00,0.69671,0.69929,0.6967,0.6983
2020-07-19,00:00:00,0.69876,0.69934,0.69858,0.69891
2020-07-20,23:58:00,0.69887,0.70181,0.6973,0.70157
2020-07-21,23:58:00,0.70142,0.71467,0.70142,0.7132
2020-07-22,00:00:00,0.71314,0.71817,0.71121,0.71362
2020-07-23,00:00:00,0.71377,0.71609,0.70902,0.70948
2020-07-24,17:00:00,0.70964,0.71244,0.70637,0.70985
2020-07-26,00:00:00,0.70845,0.71047,0.70845,0.7095
2020-07-27,00:00:00,0.70953,0.71497,0.70875,0.71451
2020-07-28,00:00:00,0.71444,0.71761,0.71128,0.71554
2020-07-29,00:00:00,0.7157,0.71958,0.71488,0.7189
2020-07-30,00:00:00,0.7189,0.71973,0.71214,0.71882
2020-07-31,17:00:00,0.71893,0.72266,0.71609,0.71723
2020-08-02,00:00:00,0.71279,0.71342,0.71279,0.71311
2020-08-03,00:00:00,0.71309,0.71492,0.70762,0.71199
2020-08-04,00:00:00,0.71243,0.71664,0.71057,0.71572
2020-08-05,00:00:00,0.71571,0.72408,0.71536,0.71932
2020-08-06,00:00:00,0.71915,0.72392,0.71745,0.72306
2020-08-07,17:00:00,0.7231,0.72425,0.71583,0.71783
2020-08-09,00:00:00,0.71599,0.71647,0.71543,0.71555
2020-08-10,00:00:00,0.71555,0.71836,0.714,0.71503
2020-08-11,00:00:00,0.71483,0.71889,0.71348,0.71426
2020-08-12,00:00:00,0.71417,0.71754,0.71092,0.71599
2020-08-13,00:00:00,0.71595,0.71876,0.71356,0.71468
2020-08-14,17:00:00,0.71472,0.71733,0.7132,0.71711
2020-08-16,00:00:00,0.71619,0.71768,0.71614,0.71707
2020-08-17,23:58:00,0.71734,0.72271,0.71706,0.72135
2020-08-18,00:00:00,0.72136,0.72641,0.72088,0.72413
2020-08-19,00:00:00,0.72417,0.72753,0.71789,0.71836
2020-08-20,00:00:00,0.71825,0.72022,0.71356,0.71899
2020-08-21,17:00:00,0.71916,0.72156,0.71394,0.71552
2020-08-23,00:00:00,0.71405,0.71626,0.71405,0.71601
2020-08-24,00:00:00,0.71599,0.72037,0.71525,0.71633
2020-08-25,00:00:00,0.71622,0.71977,0.71508,0.71929
2020-08-26,00:00:00,0.71924,0.72392,0.71877,0.72317
2020-08-27,00:00:00,0.72311,0.72897,0.7218,0.72587
2020-08-28,17:00:00,0.72582,0.73562,0.7255,0.73458
2020-08-30,00:00:00,0.73563,0.7364,0.73563,0.73632
2020-08-31,00:00:00,0.73631,0.74011,0.73404,0.73743
2020-09-01,00:00:00,0.73743,0.74133,0.73594,0.73746
2020-09-02,23:53:00,0.73745,0.73813,0.73014,0.73356
2020-09-03,00:00:00,0.7335,0.73374,0.72651,0.72714
2020-09-04,17:00:00,0.72704,0.72962,0.72221,0.72445
2020-09-06,00:00:00,0.7282,0.7289,0.7282,0.72833
2020-09-07,23:59:00,0.72832,0.72976,0.72701,0.72756
2020-09-08,00:00:00,0.72766,0.73086,0.71982,0.7201
2020-09-09,00:00:00,0.71991,0.72876,0.71921,0.72812
2020-09-10,00:00:00,0.72809,0.73243,0.72479,0.72548
2020-09-11,17:00:00,0.72556,0.73055,0.72556,0.72749
2020-09-13,00:00:00,0.72736,0.72805,0.72736,0.72805
2020-09-14,00:00:00,0.7281,0.73033,0.72642,0.72907
2020-09-15,00:00:00,0.72897,0.73421,0.72667,0.72995
2020-09-16,00:00:00,0.73011,0.73444,0.72784,0.73009
2020-09-17,00:00:00,0.73024,0.73152,0.72543,0.73087
2020-09-18,17:00:00,0.73079,0.73336,0.72825,0.73059
2020-09-20,00:00:00,0.72996,0.72996,0.72879,0.72951
2020-09-21,00:00:00,0.72947,0.7324,0.71992,0.72237
2020-09-22,00:00:00,0.72236,0.72344,0.71543,0.71665
2020-09-23,00:00:00,0.71667,0.71768,0.70684,0.70731
2020-09-24,00:00:00,0.70731,0.70808,0.7016,0.70443
2020-09-25,17:00:00,0.70455,0.70862,0.70061,0.70161
2020-09-27,00:00:00,0.70288,0.70322,0.70263,0.70322
2020-09-28,00:00:00,0.70325,0.70742,0.70321,0.70716
2020-09-29,00:00:00,0.70708,0.71375,0.70684,0.7129
2020-09-30,00:00:00,0.71293,0.71752,0.71003,0.71606
2020-10-01,23:57:00,0.71626,0.72089,0.71549,0.7184
2020-10-02,17:00:00,0.71828,0.7188,0.7131,0.7164
2020-10-04,00:00:00,0.71646,0.71651,0.7157,0.71625
2020-10-05,00:00:00,0.71632,0.7193,0.71584,0.71783
2020-10-06,00:00:00,0.71778,0.72085,0.70964,0.71007
2020-10-07,00:00:00,0.71001,0.71514,0.70964,0.71382
2020-10-08,00:00:00,0.71385,0.71698,0.7123,0.7167
2020-10-09,17:00:00,0.71667,0.72321,0.71667,0.72276
2020-10-11,00:00:00,0.72239,0.72321,0.72222,0.72275
2020-10-12,00:00:00,0.72274,0.72347,0.72005,0.72064
2020-10-13,00:00:00,0.72068,0.72094,0.71504,0.71581
2020-10-14,00:00:00,0.71572,0.71906,0.71532,0.71652
2020-10-15,00:00:00,0.71636,0.71678,0.70562,0.70934
2020-10-16,17:00:00,0.70945,0.7096,0.70705,0.70815
2020-10-18,00:00:00,0.70762,0.70793,0.70723,0.70765
2020-10-19,00:00:00,0.70755,0.71146,0.70586,0.70636
2020-10-20,00:00:00,0.7063,0.70724,0.70206,0.70469
2020-10-21,00:00:00,0.70469,0.71365,0.70456,0.71119
2020-10-22,00:00:00,0.71141,0.7125,0.70849,0.71128
2020-10-23,17:00:00,0.71164,0.71577,0.71011,0.71026
2020-10-25,00:00:00,0.71301,0.71406,0.71156,0.71164
2020-10-26,00:00:00,0.71164,0.71463,0.7103,0.71192
2020-10-27,00:00:00,0.71189,0.71468,0.71129,0.71174
2020-10-28,00:00:00,0.71174,0.71571,0.70384,0.70509
2020-10-29,00:00:00,0.70511,0.70759,0.70034,0.70283
2020-10-30,17:00:00,0.70289,0.70719,0.70116,0.70221
2020-11-01,00:00:00,0.70218,0.70256,0.70158,0.70183
2020-11-02,00:00:00,0.70187,0.70573,0.6991,0.70494
2020-11-03,00:00:00,0.70494,0.71744,0.70278,0.71623
2020-11-04,00:00:00,0.71627,0.72187,0.70484,0.71678
2020-11-05,00:00:00,0.71668,0.72891,0.71452,0.72582
2020-11-06,17:00:00,0.7261,0.72871,0.72393,0.72664
2020-11-08,00:00:00,0.72764,0.72791,0.7272,0.7275
2020-11-09,00:00:00,0.7274,0.73395,0.72665,0.72701
2020-11-10,00:00:00,0.72694,0.72936,0.72523,0.72837
2020-11-11,00:00:00,0.7283,0.73176,0.72603,0.72763
2020-11-12,00:00:00,0.72766,0.72936,0.72236,0.72281
2020-11-13,17:00:00,0.72271,0.72637,0.72214,0.72471
2020-11-15,00:00:00,0.72631,0.72708,0.72631,0.72654
2020-11-16,00:00:00,0.72651,0.73252,0.72651,0.73135
2020-11-17,00:00:00,0.73131,0.73393,0.72887,0.72958
2020-11-18,00:00:00,0.72969,0.73305,0.7272,0.72994
2020-11-19,00:00:00,0.72994,0.73054,0.72548,0.72725
2020-11-20,17:00:00,0.72719,0.73237,0.7266,0.73107
2020-11-22,00:00:00,0.73009,0.73057,0.72996,0.7301
2020-11-23,00:00:00,0.73027,0.73371,0.72651,0.72844
2020-11-24,00:00:00,0.72845,0.73672,0.72845,0.73579
2020-11-25,00:00:00,0.7358,0.7373,0.73249,0.73624
2020-11-26,00:00:00,0.73623,0.73738,0.73536,0.73555
2020-11-27,17:00:00,0.73549,0.73983,0.73525,0.73954
2020-11-29,00:00:00,0.73833,0.73898,0.73833,0.73867
2020-11-30,00:00:00,0.73871,0.7407,0.73389,0.73443
2020-12-01,00:00:00,0.73457,0.7376,0.73421,0.73724
2020-12-02,00:00:00,0.73724,0.74195,0.73512,0.74126
2020-12-03,00:00:00,0.74141,0.74483,0.73979,0.74355
2020-12-04,17:00:00,0.74351,0.7443,0.741,0.74328
2020-12-06,00:00:00,0.74318,0.74327,0.74262,0.74296
2020-12-07,00:00:00,0.74305,0.74531,0.73722,0.74145
2020-12-08,00:00:00,0.74153,0.74349,0.73994,0.74112
2020-12-09,00:00:00,0.7408,0.74847,0.74045,0.74326
2020-12-10,00:00:00,0.74327,0.75398,0.74312,0.75324
2020-12-11,17:00:00,0.75332,0.75708,0.75202,0.75344
2020-12-13,00:00:00,0.75508,0.75562,0.75476,0.75477
2020-12-14,00:00:00,0.75468,0.75778,0.75248,0.75303
2020-12-15,00:00:00,0.75298,0.75712,0.7507,0.75501
2020-12-16,00:00:00,0.75507,0.75788,0.75389,0.75708
2020-12-17,00:00:00,0.75706,0.76393,0.75674,0.76201
2020-12-18,17:00:00,0.76211,0.76225,0.75828,0.76098
2020-12-20,00:00:00,0.75882,0.76032,0.75868,0.76001
2020-12-21,00:00:00,0.75987,0.76058,0.74619,0.75823
2020-12-22,00:00:00,0.75813,0.75908,0.75169,0.75222
2020-12-23,00:00:00,0.75217,0.75895,0.75216,0.75723
2020-12-24,22:58:00,0.75721,0.76063,0.75721,0.75866
2020-12-27,00:00:00,0.76005,0.76019,0.75865,0.75974
2020-12-28,00:00:00,0.75969,0.76223,0.75575,0.75774
2020-12-29,00:00:00,0.75774,0.76246,0.75774,0.76036
2020-12-30,00:00:00,0.76036,0.76862,0.76036,0.76835
2020-12-31,23:00:00,0.76841,0.77415,0.76832,0.76908
2021-01-03,00:00:00,0.76929,0.77038,0.76928,0.76941
2021-01-04,00:00:00,0.76981,0.77405,0.76429,0.76666
2021-01-05,00:00:00,0.76664,0.77773,0.76612,0.77534
2021-01-06,00:00:00,0.77538,0.78193,0.77331,0.78031
2021-01-07,00:00:00,0.78031,0.78171,0.77255,0.77609
2021-01-08,17:00:00,0.7761,0.7798,0.77399,0.77814
2021-01-10,00:00:00,0.77521,0.77627,0.77459,0.77544
2021-01-11,00:00:00,0.77559,0.77565,0.76666,0.76964
2021-01-12,00:00:00,0.76964,0.77771,0.76869,0.77688
2021-01-13,00:00:00,0.77703,0.77812,0.77218,0.77316
2021-01-14,00:00:00,0.77322,0.78049,0.77286,0.7776
2021-01-15,17:00:00,0.7776,0.77884,0.76814,0.77023
2021-01-17,00:00:00,0.77052,0.77071,0.77009,0.77038
2021-01-18,00:00:00,0.77038,0.77103,0.76589,0.76748
2021-01-19,00:00:00,0.76756,0.77247,0.76753,0.76942
2021-01-20,00:00:00,0.7694,0.77605,0.76918,0.77469
2021-01-21,00:00:00,0.77466,0.77816,0.77415,0.77632
2021-01-22,17:00:00,0.77632,0.7769,0.77023,0.77205
2021-01-24,00:00:00,0.77094,0.77104,0.77032,0.77057
2021-01-25,00:00:00,0.77079,0.77471,0.76829,0.77134
2021-01-26,00:00:00,0.77134,0.77539,0.7669,0.77438
2021-01-27,00:00:00,0.77438,0.77633,0.76437,0.76597
2021-01-28,00:00:00,0.76601,0.76974,0.75919,0.76753
2021-01-29,17:00:00,0.76749,0.77037,0.76356,0.76731
2021-01-31,00:00:00,0.76255,0.76275,0.76201,0.76255
2021-02-01,00:00:00,0.76268,0.76625,0.76058,0.76249
2021-02-02,00:00:00,0.76249,0.76614,0.75636,0.76063
2021-02-03,00:00:00,0.7606,0.76258,0.76015,0.76187
2021-02-04,00:00:00,0.76187,0.76474,0.75881,0.76009
2021-02-05,17:00:00,0.76004,0.76587,0.7583,0.76574
2021-02-07,00:00:00,0.76684,0.76737,0.76653,0.76698
2021-02-08,00:00:00,0.767,0.77145,0.76513,0.77027
2021-02-09,00:00:00,0.77027,0.77401,0.77016,0.77334
2021-02-10,00:00:00,0.77324,0.77555,0.77173,0.77218
2021-02-11,00:00:00,0.77218,0.77715,0.77126,0.77526
2021-02-12,17:00:00,0.77522,0.77553,0.77182,0.77496
2021-02-14,00:00:00,0.77605,0.77639,0.776,0.77606
2021-02-15,00:00:00,0.77579,0.77886,0.77577,0.77807
2021-02-16,00:00:00,0.77796,0.78047,0.77446,0.77488
2021-02-17,00:00:00,0.77487,0.7771,0.77241,0.77527
2021-02-18,00:00:00,0.77524,0.77892,0.77313,0.77667
2021-02-19,17:00:00,0.7767,0.78665,0.77574,0.78626
2021-02-21,00:00:00,0.78689,0.78746,0.78679,0.78714
2021-02-22,00:00:00,0.78699,0.79291,0.78553,0.79133
2021-02-23,00:00:00,0.79136,0.79344,0.78802,0.79107
2021-02-24,00:00:00,0.7911,0.79729,0.78955,0.7962
2021-02-25,00:00:00,0.79631,0.8007,0.78589,0.78755
2021-02-26,17:00:00,0.78756,0.78831,0.77309,0.77445
2021-02-28,00:00:00,0.77082,0.772,0.77063,0.77197
2021-03-01,00:00:00,0.77063,0.77865,0.77063,0.77682
2021-03-02,00:00:00,0.77682,0.78371,0.77359,0.78145
2021-03-03,00:00:00,0.78141,0.78375,0.77679,0.7775
2021-03-04,00:00:00,0.77743,0.78148,0.77089,0.77186
2021-03-05,17:00:00,0.7719,0.77264,0.76233,0.76617
2021-03-07,00:00:00,0.76916,0.76963,0.76908,0.76955
2021-03-08,00:00:00,0.76953,0.77212,0.7636,0.76434
2021-03-09,00:00:00,0.76412,0.7725,0.76212,0.77122
2021-03-10,00:00:00,0.7712,0.77447,0.76684,0.77308
2021-03-11,00:00:00,0.77309,0.77937,0.77234,0.77842
2021-03-12,17:00:00,0.77855,0.78003,0.77245,0.77488
2021-03-14,00:00:00,0.77497,0.7761,0.77467,0.77528
2021-03-15,00:00:00,0.77528,0.77749,0.77056,0.77436
2021-03-16,00:00:00,0.77436,0.77569,0.77111,0.77451
2021-03-17,00:00:00,0.77443,0.78112,0.76993,0.77998
2021-03-18,00:00:00,0.77993,0.78488,0.77493,0.77582
2021-03-19,17:00:00,0.77585,0.77718,0.77174,0.77442
2021-03-21,00:00:00,0.77085,0.77269,0.77085,0.77219
2021-03-22,00:00:00,0.77216,0.7756,0.77046,0.77365
2021-03-23,00:00:00,0.77365,0.77465,0.76174,0.76253
2021-03-24,00:00:00,0.76243,0.76278,0.75785,0.75821
2021-03-25,00:00:00,0.75826,0.76138,0.75629,0.75894
2021-03-26,17:00:00,0.75896,0.76374,0.75854,0.76261
2021-03-28,23:56:00,0.76325,0.76441,0.76307,0.76377
2021-03-29,00:00:00,0.76361,0.76551,0.76149,0.7633
2021-03-30,23:59:00,0.76315,0.76637,0.75846,0.75952
2021-03-31,00:00:00,0.75951,0.76362,0.75881,0.75942
2021-04-01,00:00:00,0.7594,0.76197,0.75321,0.76144
2021-04-02,17:00:00,0.76143,0.76363,0.75985,0.76033
2021-04-04,00:00:00,0.76024,0.76068,0.76023,0.76028
2021-04-05,00:00:00,0.76022,0.76602,0.75982,0.76513
2021-04-06,00:00:00,0.76493,0.76681,0.76057,0.76607
2021-04-07,00:00:00,0.76609,0.76767,0.76005,0.76081
2021-04-08,00:00:00,0.76086,0.76599,0.76028,0.76511
2021-04-09,17:00:00,0.76516,0.76606,0.75882,0.76269
2021-04-11,00:00:00,0.76144,0.76227,0.76121,0.76176
2021-04-12,00:00:00,0.76163,0.76352,0.7595,0.76209
2021-04-13,00:00:00,0.76209,0.76484,0.75851,0.76419
2021-04-14,00:00:00,0.7641,0.77374,0.76345,0.77213
2021-04-15,00:00:00,0.77213,0.77608,0.77056,0.77509
2021-04-16,17:00:00,0.77511,0.77584,0.77239,0.77355
2021-04-18,00:00:00,0.77272,0.77315,0.77253,0.77258
2021-04-19,00:00:00,0.77261,0.77844,0.7706,0.77531
2021-04-20,00:00:00,0.7755,0.78156,0.77089,0.77233
2021-04-21,23:56:00,0.77233,0.77617,0.76996,0.77511
2021-04-22,00:00:00,0.77513,0.77642,0.76903,0.77065
2021-04-23,17:00:00,0.77056,0.77448,0.76993,0.77268
2021-04-25,00:00:00,0.77406,0.77496,0.77401,0.77456
2021-04-26,00:00:00,0.77456,0.78133,0.77417,0.77992
2021-04-27,00:00:00,0.77995,0.78033,0.77615,0.77681
2021-04-28,00:00:00,0.77681,0.78005,0.7725,0.77893
2021-04-29,23:59:00,0.77885,0.78177,0.77503,0.7767
2021-04-30,17:00:00,0.77671,0.77838,0.77231,0.77248
2021-05-02,00:00:00,0.77144,0.77202,0.77139,0.77149
2021-05-03,00:00:00,0.77148,0.77664,0.77062,0.77585
2021-05-04,23:59:00,0.7759,0.77626,0.76751,0.77112
2021-05-05,00:00:00,0.77116,0.77543,0.77041,0.77442
2021-05-06,00:00:00,0.7743,0.77875,0.7701,0.778
2021-05-07,17:00:00,0.77818,0.78429,0.77609,0.78414
2021-05-09,23:59:00,0.78507,0.78534,0.78457,0.7848
2021-05-10,00:00:00,0.785,0.78906,0.78236,0.78304
